4969|4/16/2018|1.5|95
4969|4/16/2018|1|49.53
4969|4/16/2018|2|0.01
4969|4/16/2018|1|150
4969|4/16/2018|2|395.6
4969|4/16/2018|2|15
4969|4/16/2018|48.5|80
4969|4/16/2018|8|98
4970|4/16/2018||
4970|4/16/2018||
4970|4/16/2018|1|4000
4970|4/16/2018||
4970|4/16/2018|1|2500
4971|4/16/2018||
4971|4/16/2018||
4971|4/16/2018|2|95
4971|4/16/2018|1|28.3
4972|4/17/2018||
4972|4/17/2018|3|5600
4972|4/17/2018||
4972|4/17/2018|6|335
4973|4/17/2018||
4973|4/17/2018|1|9800
4973|4/17/2018||
4973|4/17/2018|1|850
4973|4/17/2018||
4973|4/17/2018|1|750
4973|4/17/2018||
4973|4/17/2018|1|800
4974|4/18/2018||
4974|4/18/2018|1|1300
4975|4/19/2018||
4975|4/19/2018|1|800
4975|4/19/2018||
4975|4/19/2018|1|4850
4975|4/19/2018|1|9000
4975|4/19/2018||
4975|4/19/2018|1|2200
4975|4/19/2018||
4975|4/19/2018|1|800
4976|4/19/2018||
4976|4/19/2018|1|900
4977|4/19/2018||
4977|4/19/2018||
4977|4/19/2018|1|1200
4978|4/19/2018||
4978|4/19/2018|1|16000
4979|4/19/2018||
4979|4/19/2018|1|12000
4979|4/19/2018|1|1800
4979|4/19/2018||
4979|4/19/2018|1|750
4979|4/19/2018||
4979|4/19/2018|1|850
4979|4/19/2018||
4979|4/19/2018|1|750
4980|4/19/2018||
4980|4/19/2018|0|150
4981|4/20/2018|1|4500
4981|4/20/2018|1|250
4981|4/20/2018|1|300
4981|4/20/2018|2|150
4982|4/23/2018||
4982|4/23/2018|1|6290
4982|4/23/2018||
4982|4/23/2018||
4982|4/23/2018|1|4500
4982|4/23/2018||
4982|4/23/2018|1|1350
4982|4/23/2018||
4982|4/23/2018|1|2500
4982|4/23/2018||
4982|4/23/2018|1|1360
4983|4/23/2018||
4983|4/23/2018|1|11500
4983|4/23/2018|1|1800
4983|4/23/2018||
4983|4/23/2018||-500
4983|4/23/2018||
4983|4/23/2018|1|750
4983|4/23/2018||
4983|4/23/2018|1|1450
4984|4/28/2018||
4984|4/28/2018||
4984|4/28/2018|1|1800
4984|4/28/2018|1|400
4985|4/30/2018||
4985|4/30/2018|0|20000
4986|5/1/2018||
4986|5/1/2018|1|12000
4986|5/1/2018||
4986|5/1/2018||
4986|5/1/2018|1|750
4986|5/1/2018||
4986|5/1/2018|1|1800
4987|5/1/2018||
4987|5/1/2018||
4987|5/1/2018|2|4800
4987|5/1/2018||
4987|5/1/2018|2|2000
4988|5/2/2018||
4988|5/2/2018|1|120
4989|5/2/2018||
4989|5/2/2018|1|6290
4989|5/2/2018||
4989|5/2/2018||
4989|5/2/2018|1|4500
4989|5/2/2018||
4989|5/2/2018|1|1350
4989|5/2/2018||
4989|5/2/2018|1|2500
4989|5/2/2018||
4989|5/2/2018|1|1360
4990|5/2/2018||
4990|5/2/2018|1|5000
4991|5/2/2018||
4991|5/2/2018|1|120
4992|5/2/2018||
4992|5/2/2018|1|1500
4992|5/2/2018||
4992|5/2/2018|1|1800
4992|5/2/2018||
4992|5/2/2018|1|500
4992|5/2/2018||
4992|5/2/2018|1|3000
4992|5/2/2018||
4992|5/2/2018|1|300
5162|5/5/2018||
5162|5/5/2018||
5162|5/5/2018|1|20000
5164|5/5/2018||
5164|5/5/2018|2|5000
5166|5/5/2018||
5166|5/5/2018||
5166|5/5/2018|1|10000
4993|5/7/2018||
4993|5/7/2018|1|275
4993|5/7/2018||
4993|5/7/2018|20|10.25
4993|5/7/2018||
4993|5/7/2018|1|150
4993|5/7/2018||
4993|5/7/2018||
4994|5/7/2018||
4994|5/7/2018|1|134.32
4994|5/7/2018|1|18
4995|5/8/2018||
4995|5/8/2018|1|1100
4996|5/9/2018||
4996|5/9/2018|1|11500
4996|5/9/2018|1|1800
4996|5/9/2018||
4996|5/9/2018||-500
4996|5/9/2018||
4996|5/9/2018|1|750
4996|5/9/2018||
4996|5/9/2018|1|1450
4997|5/9/2018||
4997|5/9/2018|1|11000
4997|5/9/2018||
4997|5/9/2018|1|1500
4998|5/10/2018||
4998|5/10/2018||
4998|5/10/2018|1|790
4999|5/14/2018||
4999|5/14/2018|1|3200
4999|5/14/2018||
4999|5/14/2018|1|900
4999|5/14/2018||
4999|5/14/2018||-600
4999|5/14/2018||
4999|5/14/2018||
4999|5/14/2018||
4999|5/14/2018||300
5000|5/14/2018||
5000|5/14/2018|1|3200
5000|5/14/2018||
5000|5/14/2018|1|900
5000|5/14/2018||
5000|5/14/2018||-600
5000|5/14/2018||
5000|5/14/2018||
5001|5/15/2018||
5001|5/15/2018|1|450
5003|5/17/2018|1|500
5004|5/17/2018|0|8000
5004|5/17/2018||
5004|5/17/2018|0|3700
5004|5/17/2018||
5004|5/17/2018|0|300
5004|5/17/2018||
5004|5/17/2018|0|1500
5005|5/17/2018||
5005|5/17/2018|1|12000
5005|5/17/2018||
5005|5/17/2018||
5005|5/17/2018||
5005|5/17/2018|1|750
5005|5/17/2018||
5005|5/17/2018|1|1800
5006|5/23/2018||
5006|5/23/2018|1|15500
5006|5/23/2018||
5006|5/23/2018|1|750
5006|5/23/2018||
5006|5/23/2018|1|850
5006|5/23/2018||
5006|5/23/2018|1|1800
5006|5/23/2018||
5006|5/23/2018|1|850
5007|5/23/2018||
5007|5/23/2018|1|500
5007|5/23/2018||
5007|5/23/2018|1|850
5008|5/23/2018||
5008|5/23/2018|1|33.37
5008|5/23/2018|1|25
5008|5/23/2018||
5008|5/23/2018||
5009|5/24/2018||
5009|5/24/2018|1|3200
5009|5/24/2018||
5009|5/24/2018|1|750
5009|5/24/2018||
5009|5/24/2018|1|1200
5009|5/24/2018||
5009|5/24/2018|1|400
5010|6/4/2018||
5010|6/4/2018|1|7000
5010|6/4/2018||
5010|6/4/2018|1|450
5011|6/4/2018|0|120.96
5011|6/4/2018||
5011|6/4/2018||-25
5012|6/5/2018||
5012|6/5/2018||
5012|6/5/2018|1|1800
5012|6/5/2018||
5012|6/5/2018|1|350
5013|6/5/2018||
5013|6/5/2018|1|200
5014|6/6/2018||
5014|6/6/2018||
5014|6/6/2018|1|4500
5015|6/6/2018||
5015|6/6/2018||
5015|6/6/2018|1|2650
5015|6/6/2018|1|350
5015|6/6/2018||
5015|6/6/2018|1|300
5016|6/7/2018||
5016|6/7/2018|1|150
5017|6/7/2018||
5017|6/7/2018|1|1200
5017|6/7/2018||
5017|6/7/2018|1|2950
5017|6/7/2018||
5017|6/7/2018|1|300
5017|6/7/2018||
5017|6/7/2018|4|230
5017|6/7/2018|4|20
5018|6/7/2018||
5018|6/7/2018|1|850
5018|6/7/2018||
5018|6/7/2018|1|11000
5018|6/7/2018||
5018|6/7/2018||
5018|6/7/2018|1|750
5019|6/11/2018||
5019|6/11/2018||
5019|6/11/2018|1|8000
5020|6/11/2018||
5020|6/11/2018||
5020|6/11/2018|1|850
5021|6/14/2018||
5021|6/14/2018|1|4800
5021|6/14/2018||
5021|6/14/2018|1|2800
5022|6/14/2018||
5022|6/14/2018||
5022|6/14/2018|1|11100
5022|6/14/2018||
5022|6/14/2018|1|750
5022|6/14/2018||
5022|6/14/2018|1|850
5023|6/14/2018|0|
5023|6/14/2018|0|10500
5023|6/14/2018||
5023|6/14/2018|0|750
5023|6/14/2018||
5023|6/14/2018|0|1800
5024|6/19/2018||
5024|6/19/2018|1|136.5
5027|6/25/2018||
5027|6/25/2018|1|5500
5028|6/26/2018||
5028|6/26/2018|1|4200
5028|6/26/2018|1|6000
5028|6/26/2018||
5028|6/26/2018||
5028|6/26/2018|1|2000
5028|6/26/2018|1|2000
5028|6/26/2018||
5028|6/26/2018||1450
5028|6/26/2018||
5028|6/26/2018|1|6800
5028|6/26/2018||
5028|6/26/2018|1|3100
5028|6/26/2018||
5028|6/26/2018|1|1750
5028|6/26/2018||
5028|6/26/2018|1|1350
5028|6/26/2018||
5028|6/26/2018|1|3000
5028|6/26/2018||
5028|6/26/2018|2|337.5
5028|6/26/2018|2|355.9
5028|6/26/2018||
5028|6/26/2018||-300
5029|6/26/2018||
5029|6/26/2018||
5029|6/26/2018|1|19000
5029|6/26/2018||
5029|6/26/2018|1|850
5029|6/26/2018||
5029|6/26/2018|1|6800
5030|6/27/2018||
5030|6/27/2018|1|145
5030|6/27/2018|1|15
5031|6/28/2018||
5031|6/28/2018|2|3000
5032|6/28/2018||
5032|6/28/2018||
5032|6/28/2018|1|1650
5033|6/28/2018||
5033|6/28/2018|1|9800
5033|6/28/2018|1|850
5033|6/28/2018||
5033|6/28/2018|1|750
5034|6/28/2018||
5034|6/28/2018|1|14000
5034|6/28/2018||
5034|6/28/2018|1|1800
5034|6/28/2018|1|1450
5034|6/28/2018|1|850
5034|6/28/2018|1|750
5035|6/28/2018||
5035|6/28/2018|1|10500
5035|6/28/2018||
5035|6/28/2018|1|1450
5035|6/28/2018||
5035|6/28/2018|1|300
5035|6/28/2018||
5035|6/28/2018|1|1600
5036|6/28/2018||
5036|6/28/2018|1|10500
5036|6/28/2018||
5036|6/28/2018|1|750
5036|6/28/2018||
5036|6/28/2018|1|1800
5037|6/28/2018||
5037|6/28/2018|1|450
5038|7/2/2018||
5038|7/2/2018||
5038|7/2/2018|1|3500
5038|7/2/2018||
5038|7/2/2018|1|500
5038|7/2/2018||
5038|7/2/2018||-500
5039|7/2/2018||
5039|7/2/2018|1|600
5040|7/2/2018||
5040|7/2/2018|1|450
5041|7/3/2018||
5041|7/3/2018|1|11000
5041|7/3/2018||
5041|7/3/2018|1|850
5041|7/3/2018|1|1800
5041|7/3/2018|1|650
5041|7/3/2018|1|1360
5042|7/5/2018||
5042|7/5/2018|1|1000
5043|7/6/2018||
5043|7/6/2018|1|550
5061|7/6/2018||
5061|7/6/2018||
5061|7/6/2018|1|2800
5061|7/6/2018||
5061|7/6/2018|1|4500
5061|7/6/2018||
5061|7/6/2018|1|700
5061|7/6/2018||
5061|7/6/2018||
5061|7/6/2018||-1750
5044|7/9/2018||
5044|7/9/2018|1|10.46
5044|7/9/2018||
5044|7/9/2018|1|12
5044|7/9/2018||
5044|7/9/2018||
5044|7/9/2018||-22.46
5045|7/10/2018||
5045|7/10/2018||
5045|7/10/2018|1|11100
5045|7/10/2018||
5045|7/10/2018|1|950
5045|7/10/2018||
5045|7/10/2018|1|850
5046|7/11/2018||
5046|7/11/2018|1|1200
5046|7/11/2018|1|1200
5046|7/11/2018|1|1100
5048|7/12/2018||
5048|7/12/2018|1|4500
5048|7/12/2018||
5048|7/12/2018|1|500
5048|7/12/2018||
5048|7/12/2018|1|1000
5049|7/12/2018||
5049|7/12/2018|1|3000
5050|7/12/2018||
5050|7/12/2018|1|140
5050|7/12/2018||
5050|7/12/2018|4|108
5050|7/12/2018|2|50.45
5050|7/12/2018|2|25
5050|7/12/2018|2|75
5051|7/12/2018||
5051|7/12/2018|1|15300
5051|7/12/2018||
5051|7/12/2018||-300
5052|7/23/2018||
5052|7/23/2018|1|800
5053|7/23/2018||
5053|7/23/2018||
5053|7/23/2018|1|8250
5053|7/23/2018||
5053|7/23/2018|12|28.06
5053|7/23/2018|12|18.24
5053|7/23/2018|8|67.35
5053|7/23/2018|2|425
5053|7/23/2018|1|1800
5053|7/23/2018|1|1800
5054|7/23/2018||
5054|7/23/2018|1|6290
5054|7/23/2018||-1000
5054|7/23/2018||
5054|7/23/2018||
5054|7/23/2018||
5054|7/23/2018|1|4500
5054|7/23/2018||
5054|7/23/2018|1|1350
5054|7/23/2018||
5054|7/23/2018|1|2500
5054|7/23/2018||
5054|7/23/2018|1|1360
5054|7/23/2018||
5054|7/23/2018|1|350
5055|7/26/2018||
5055|7/26/2018||
5055|7/26/2018|1|2000
5056|7/26/2018||
5056|7/26/2018|1|1500
5057|7/30/2018||
5057|7/30/2018||
5057|7/30/2018|1|0
5057|7/30/2018|1|0
5057|7/30/2018||
5057|7/30/2018|1|0
5057|7/30/2018|1|0
5057|7/30/2018|1|0
5057|7/30/2018||5542.99
5058|7/30/2018||
5058|7/30/2018||
5058|7/30/2018|1|371.78
5058|7/30/2018|1|0.01
5058|7/30/2018|1|319.17
5058|7/30/2018|1|-118.21
5058|7/30/2018|1|591.05
5058|7/30/2018|1|-106.11
5058|7/30/2018|1|530.54
5058|7/30/2018|10|0.82
5058|7/30/2018|1|58.7
5058|7/30/2018|1|751.66
5058|7/30/2018|1|57.46
5058|7/30/2018|1|610.26
5058|7/30/2018||36.32
5058|7/30/2018|1|1114.23
5058|7/30/2018|1|0.01
5058|7/30/2018|1|1312.62
5058|7/30/2018|1|75
5058|7/30/2018|1|190.71
5058|7/30/2018|2|29.6
5058|7/30/2018||
5058|7/30/2018|13.3|87
5059|7/31/2018||
5059|7/31/2018|1|18000
5059|7/31/2018|1|375
5059|7/31/2018|1|1800
5059|7/31/2018||
5059|7/31/2018||1450
5059|7/31/2018||
5059|7/31/2018|1|500
5059|7/31/2018||
5059|7/31/2018|1|800
5059|7/31/2018||
5059|7/31/2018|1|850
5059|7/31/2018||
5059|7/31/2018|1|500
5059|7/31/2018||
5059|7/31/2018|1|750
5060|8/2/2018||
5060|8/2/2018|1|18000
5060|8/2/2018|1|375
5060|8/2/2018|1|1800
5060|8/2/2018||
5060|8/2/2018||1450
5060|8/2/2018||
5060|8/2/2018|1|500
5060|8/2/2018||
5060|8/2/2018|1|800
5060|8/2/2018||
5060|8/2/2018|1|850
5060|8/2/2018||
5060|8/2/2018|1|500
5060|8/2/2018||
5060|8/2/2018|1|750
5060|8/2/2018||
5060|8/2/2018|1|300
5060|8/2/2018||
5060|8/2/2018|1|350
5060|8/2/2018||-350
5062|8/8/2018||
5062|8/8/2018|1|10800
5062|8/8/2018||
5062|8/8/2018|1|750
5062|8/8/2018||
5062|8/8/2018|1|1800
5062|8/8/2018||
5062|8/8/2018|1|850
5063|8/9/2018||
5063|8/9/2018|1|17000
5063|8/9/2018||
5063|8/9/2018|1|750
5063|8/9/2018|1|700
5063|8/9/2018|1|1000
5063|8/9/2018||-500
5063|8/9/2018||
5063|8/9/2018|3|500
5063|8/9/2018||
5063|8/9/2018|1|800
5063|8/9/2018||
5063|8/9/2018|1|850
5063|8/9/2018||
5063|8/9/2018|1|500
5064|8/9/2018||
5064|8/9/2018|1|17000
5064|8/9/2018||
5064|8/9/2018|1|750
5064|8/9/2018|1|700
5064|8/9/2018|1|1000
5064|8/9/2018||-500
5064|8/9/2018||
5064|8/9/2018|3|500
5064|8/9/2018||
5064|8/9/2018|1|800
5064|8/9/2018||
5064|8/9/2018|1|850
5064|8/9/2018||
5064|8/9/2018|1|500
5065|8/9/2018||
5065|8/9/2018|1|17000
5065|8/9/2018||
5065|8/9/2018|1|750
5065|8/9/2018|1|700
5065|8/9/2018|1|1000
5065|8/9/2018||-500
5065|8/9/2018||
5065|8/9/2018|3|500
5065|8/9/2018||
5065|8/9/2018|1|800
5065|8/9/2018||
5065|8/9/2018|1|850
5065|8/9/2018||
5065|8/9/2018|1|500
5066|8/9/2018||
5066|8/9/2018||
5066|8/9/2018|1|10800
5066|8/9/2018||
5066|8/9/2018|1|750
5066|8/9/2018||
5066|8/9/2018|1|1800
5066|8/9/2018||
5066|8/9/2018|1|850
5067|8/9/2018||
5067|8/9/2018||
5067|8/9/2018|1|2800
5067|8/9/2018||
5067|8/9/2018|1|800
5068|8/9/2018||
5068|8/9/2018|1|20000
5068|8/9/2018||
5068|8/9/2018|1|2800
5068|8/9/2018||
5068|8/9/2018||165
5069|8/9/2018||
5069|8/9/2018|2|150
5070|8/13/2018||
5070|8/13/2018|1|14000
5070|8/13/2018||
5070|8/13/2018|1|300
5070|8/13/2018|1|250
5070|8/13/2018|1|1800
5070|8/13/2018||1450
5070|8/13/2018|1|5000
5070|8/13/2018|1|850
5070|8/13/2018|1|1800
5070|8/13/2018|1|250
5071|8/13/2018||
5071|8/13/2018|1|8250
5071|8/13/2018|1|500
5071|8/13/2018|1|1600
5071|8/13/2018|8|67.35
5071|8/13/2018|8|28.06
5071|8/13/2018|8|18.24
5071|8/13/2018|2|374.99
5071|8/13/2018|1|800
5073|8/13/2018||
5073|8/13/2018|2|95
5073|8/13/2018|1|19.7
5074|8/16/2018||
5074|8/16/2018||
5074|8/16/2018|1|700
5074|8/16/2018||
5074|8/16/2018|1|200
5075|8/21/2018||
5075|8/21/2018||
5075|8/21/2018|1|11800
5075|8/21/2018|1|850
5075|8/21/2018||
5075|8/21/2018|1|700
5075|8/21/2018||
5075|8/21/2018|1|750
5075|8/21/2018||-100
5076|8/22/2018||
5076|8/22/2018|1|2000
5076|8/22/2018||
5076|8/22/2018|1|200
5076|8/22/2018||
5076|8/22/2018|1|500
5080|8/27/2018||
5080|8/27/2018||
5080|8/27/2018|1|3200
5080|8/27/2018||
5080|8/27/2018|1|1500
5080|8/27/2018||
5080|8/27/2018|1|1536.89
5082|8/28/2018||
5082|8/28/2018|1|5700
5083|8/29/2018||
5083|8/29/2018|1|11300
5083|8/29/2018||
5083|8/29/2018|1|1450
5083|8/29/2018||
5083|8/29/2018|1|150
5084|8/29/2018||
5084|8/29/2018|1|11600
5084|8/29/2018||
5084|8/29/2018||
5084|8/29/2018|1|750
5084|8/29/2018||
5084|8/29/2018|1|1200
5085|8/30/2018||
5085|8/30/2018|1|14000
5085|8/30/2018||
5085|8/30/2018||
5085|8/30/2018|1|200
5086|9/4/2018||
5086|9/4/2018|1|1500
5087|9/4/2018||
5087|9/4/2018|1|2300
5088|9/4/2018||
5088|9/4/2018|1|1800
5089|9/5/2018||
5089|9/5/2018||
5089|9/5/2018|1|6938
5089|9/5/2018||
5089|9/5/2018|1|1062
5090|9/5/2018||
5090|9/5/2018|1|180
5091|9/5/2018||
5091|9/5/2018||
5091|9/5/2018|1|850
5091|9/5/2018||
5091|9/5/2018|1|700
5148|9/5/2018||
5148|9/5/2018||
5148|9/5/2018|1|10000
5149|9/5/2018||
5149|9/5/2018|1|6000
5150|9/5/2018||
5150|9/5/2018|1|4000
5152|9/5/2018||
5152|9/5/2018|1|9985
5160|9/5/2018||
5160|9/5/2018||
5160|9/5/2018|1|10000
5160|9/5/2018||
5160|9/5/2018|1|2000
5092|9/6/2018||
5092|9/6/2018||
5092|9/6/2018|1|3000
5093|9/7/2018|2|5813.2
5094|9/11/2018||
5094|9/11/2018|1|3200
5094|9/11/2018||
5094|9/11/2018|1|15000
5094|9/11/2018||
5094|9/11/2018|1|3500
5094|9/11/2018||
5094|9/11/2018|1|575
5094|9/11/2018||
5094|9/11/2018|1|950
5094|9/11/2018||
5094|9/11/2018|1|400
5094|9/11/2018||
5094|9/11/2018|1|3800
5094|9/11/2018||
5094|9/11/2018|1|350
5094|9/11/2018||
5094|9/11/2018|2|225
5094|9/11/2018|2|98
5094|9/11/2018|4|212.75
5094|9/11/2018|2|253.31
5094|9/11/2018|1|175
5094|9/11/2018|1|480
5094|9/11/2018||
5094|9/11/2018|2|95
5094|9/11/2018|1|150
5094|9/11/2018|1|450
5094|9/11/2018|1|675
5094|9/11/2018|2|100
5095|9/13/2018||
5095|9/13/2018||
5095|9/13/2018|1|9400
5095|9/13/2018||
5095|9/13/2018|1|1850
5095|9/13/2018||
5095|9/13/2018|1|1000
5095|9/13/2018||
5095|9/13/2018|1|1750
5096|9/13/2018||
5096|9/13/2018|1|6600
5097|9/13/2018||
5097|9/13/2018|1|3000
5099|9/17/2018||
5099|9/17/2018|1|11600
5099|9/17/2018||
